52493,36.53848,52.676618,2017-06-09 09:15:19.217,null,-1,بابل,false,471,مازندران,Mazandaran,-1,Babol
59709,37.915833,46.123611,2017-06-14 10:07:57.86,null,-1,اسکو,false,5351,آذربايجان شرقي,Azarbayejan sharghi,-1,oskoo
59715,38.197222,44.765278,2017-07-05 13:22:22.96,null,-1,سلماس,false,5881,آذربايجان غربي,Azarbayejan Gharbi,-1,Salmas
60805,37.421111,47.715,2017-06-18 11:08:46.35,null,-1,ميانه,false,531,آذربايجان شرقي,Azarbayejan sharghi,-1,Miyameh
63282,36.04,50.531111,2017-06-03 08:59:59.847,null,-1,آبيک,false,3441,قزوين,Gazvin,-1,Abyek
63843,35.952222,50.6075,2017-06-03 07:56:20.447,null,-1,نظرآباد,false,3331,البرز,Alborz,-1,Nazarabad
65388,36.816389,50.873889,2017-06-04 09:56:44.917,null,-1,تنکابن,false,4681,مازندران,Mazandaran,-1,Tonekabon
67126,38.425117,45.769636,2017-06-20 10:12:54.747,null,-1,مرند,false,541,آذربايجان شرقي,Azarbayejan sharghi,-1,Marand
72576,34.057778,51.484167,2017-06-22 08:05:23.313,null,-1,آران و بيدگل,false,8741,اصفهان,Esfehan,-1,Aranobidgol
73034,32.6546275,51.6679826,2017-06-25 08:59:34.88,null,-1,دولت آباد-اصفهان,false,8341,اصفهان,Esfehan,-1,Dolatabad
73546,36.955278,45.388056,2017-06-06 14:24:45.88,null,-1,نقده,false,5761,آذربايجان غربي,Azarbayejan Gharbi,-1,Naghdeh
77814,34.352778,58.683611,2017-06-20 08:42:02.6,null,-1,گناباد,false,9691,خراسان رضوي,Khorasan razavi,-1,Gonabad
77833,38.940278,45.630833,2017-06-18 11:24:56.04,null,-1,جلفا,false,5441,آذربايجان شرقي,Azarbayejan sharghi,-1,Jolfa
78397,33.827222,46.309722,2017-06-07 07:45:31.79,null,-1,ايوانکي,false,3591,سمنان,Semnan,-1,Eyvanky
78720,37.2598022,49.9436621,2017-06-10 08:01:07.593,null,-1,آستانه اشرفيه,false,4441,گيلان,Gilan,-1,Astaneh ashrafiye
83459,38.550278,44.952222,2017-06-14 14:13:10.483,null,-1,خوي,false,581,آذربايجان غربي,Azarbayejan Gharbi,-1,Khoy
85460,27.3423771,53.1803558,2017-05-29 22:25:41.83,null,-1,لامرد,false,74341,فارس,Fars,-1,Lamard
87227,34.188611,48.376944,2017-06-10 10:01:00.42,null,-1,نهاوند,false,6591,همدان,Hamedan,-1,Nahavand
87720,36.3548841,59.4383955,2017-06-11 08:08:07.507,null,-1,طرقبه,false,9351,خراسان رضوي,Khorasan razavi,-1,Torghabe
87742,36.574843,52.026721,2017-06-11 07:53:34.78,null,-1,نور,false,4641,مازندران,Mazandaran,-1,Noor
88557,34.576389,60.140833,2017-06-15 09:07:30.763,null,-1,خواف,false,9561,خراسان رضوي,Khorasan razavi,-1,Khaf
89322,32.2487226,54.0079341,2017-06-15 08:33:04.22,null,-1,ميبد,false,8961,يزد,Yazd,-1,Meybod
89675,36.418056,54.976389,2017-06-18 08:10:13.683,null,-1,شاهرود,false,361,سمنان,Semnan,-1,Shahrood
90690,28.6751124,57.7371569,2017-06-20 10:25:16.803,null,-1,جيرفت,false,7861,كرمان,Kerman,-1,Jiroft
91906,36.469722,52.350833,2017-06-22 08:09:32.617,null,-1,آمل,false,461,مازندران,Mazandaran,-1,Amol
92620,32.346389,51.504444,2017-06-24 08:39:15.99,null,-1,مبارکه-اصفهان,false,8481,اصفهان,Esfehan,-1,Mobarake
94294,32.735278,59.466667,2017-06-17 10:59:15.143,null,-1,بيجار,false,6651,كردستان,Kordestan,-1,Bijar
95656,38.4894305,47.0683575,2017-06-03 08:59:10.333,null,-1,اهر,false,5451,آذربايجان شرقي,Azarbayejan sharghi,-1,Ahar
95853,29.579167,50.516944,2017-06-06 07:59:29.32,null,-1,بندرگناوه,false,7531,بوشهر,Booshehr,-1,Bandargonave
96405,35.9960467,50.9289246,2017-06-10 07:45:31.25,null,-1,گرمدره-البرز,false,31638,البرز,Alborz,-1,Garmdareh
96638,37.039722,45.098333,2017-06-17 13:31:32.54,null,-1,اشنويه,false,5771,آذربايجان غربي,Azarbayejan Gharbi,-1,Ashnooye
99145,35.5778,51.461973,2017-06-14 09:22:57.457,null,-1,سامان-چهارمحال و بختياري,false,8851,چهارمحال و بختياري,Chararmahal & bakhtiyari,-1,Saman
99281,31.965278,51.287222,2017-07-12 14:06:51.997,null,-1,بروجن,false,8871,چهارمحال و بختياري,Chararmahal & bakhtiyari,-1,Borojen
100513,30.4256219,48.1891185,2017-06-17 14:38:44.143,null,-1,خرمشهر,false,641,خوزستان,Khozestan,-1,Khoramshahr
100689,34.018611,58.172222,2017-06-23 07:03:47.007,null,-1,فردوس,false,9771,خراسان جنوبي,Khorasan jonobi,-1,Ferdos
100830,32.328889,49.093611,2017-05-28 07:55:17.047,null,-1,لالي,false,64941,خوزستان,Khozestan,-1,Lali
100850,30.558889,49.198056,2017-05-30 09:50:50.343,null,-1,بندرماهشهر,false,6351,خوزستان,Khozestan,-1,Mahshahr
100919,32.045556,48.856667,2017-06-01 15:42:31.22,null,-1,شوشتر,false,6451,خوزستان,Khozestan,-1,Shooshtar
101013,31.510278,50.829444,2017-06-01 16:19:55.79,null,-1,لردگان,false,8891,چهارمحال و بختياري,Chararmahal & bakhtiyari,-1,Lordgan
101027,28.309167,55.901667,2017-06-03 12:22:27.63,null,-1,حاجي آباد-فارس,false,74861,فارس,Fars,-1,Hajiabad
101256,33.6406148,50.0771125,2017-06-04 08:53:50.103,null,-1,خمين,false,3881,مركزي,Markazi,-1,Khomeyn
101419,32.2582066,50.5705088,2017-06-07 10:34:50.437,null,-1,فارسان,false,8861,چهارمحال و بختياري,Chararmahal & bakhtiyari,-1,Farsan
101645,36.463056,52.86,2017-06-10 06:48:22.983,null,-1,قائم شهر,false,4761,مازندران,Mazandaran,-1,Ghayemshahr
101739,31.834167,49.867222,2017-06-12 18:56:13.937,null,-1,ايذه,false,6391,خوزستان,Khozestan,-1,Izeh
101882,35.9960467,50.9289246,2017-06-14 08:07:06.12,null,-1,محمدشهر-البرز,false,31778,البرز,Alborz,-1,Mohammad Shahr
101925,32.46,48.359167,2017-06-13 17:51:58.89,null,-1,انديمشک,false,6481,خوزستان,Khozestan,-1,Andimeshk
101946,31.1304036,53.2503736,2017-06-12 09:33:21.827,null,-1,ابرکوه,false,8931,يزد,Yazd,-1,Abarkoh
102024,33.9085748,50.4552616,2017-06-13 08:59:36.033,null,-1,محلات,false,3781,مركزي,Markazi,-1,Mahalat
102137,36.686389,52.5225,2017-06-14 11:41:08.317,null,-1,فريدونکنار,false,4751,مازندران,Mazandaran,-1,Fereydoonkenar
102180,35.3125,46.366944,2017-06-13 12:24:30.463,null,-1,سروآباد,false,66781,كردستان,Kordestan,-1,Sarvabad
102199,36.648889,51.496111,2017-06-14 09:53:03.207,null,-1,نوشهر,false,4651,مازندران,Mazandaran,-1,Noshahr
102347,37.207222,50.003889,2017-06-15 07:16:26.343,null,-1,لاهيجان-گيلان,false,441,گيلان,Gilan,-1,Lahijan
102401,33.990556,50.683889,2017-06-15 09:17:33.927,null,-1,دليجان,false,3791,مركزي,Markazi,-1,Delijan
102550,39.295278,44.516667,2017-06-20 18:39:22.743,null,-1,ماکو,false,5861,آذربايجان غربي,Azarbayejan Gharbi,-1,Makoo
102807,29.619444,51.654167,2017-06-20 13:04:20.167,null,-1,کازرون,false,731,فارس,Fars,-1,Kazeroon
102830,34.481389,47.690833,2017-06-20 10:35:51.91,null,-1,صحنه,false,67461,كرمانشاه,Kermanshah,-1,Sahneh
102891,35.5778,51.461973,2017-06-24 14:44:47.25,null,-1,مصيري,false,73571,فارس,Fars,-1,Masieri
102985,30.649722,48.664722,2017-06-21 12:48:09.293,null,-1,شادگان,false,6431,خوزستان,Khozestan,-1,Shadgan
102993,34.719167,49.326667,2017-06-20 09:05:39.907,null,-1,کميجان,false,3851,مركزي,Markazi,-1,Kamijan
103074,33.9275,49.411667,2017-06-21 10:07:34.12,null,-1,شازند,false,3861,مركزي,Markazi,-1,Shazand
103186,33.6406148,50.0771125,2017-06-22 14:18:29.94,null,-1,بندرامام خميني,false,63561,خوزستان,Khozestan,-1,Emam khomeini bandar
103661,34.548056,48.446944,2017-06-29 07:18:56.7,null,-1,تويسرکان,false,6581,همدان,Hamedan,-1,Tooyserkan
104735,33.827222,46.309722,2017-06-22 14:10:47.717,null,-1,ايوان,false,6941,ايلام,Ilam,-1,Ivan
105710,36.5788853,57.251215,2017-06-06 13:30:00.583,null,-1,جغتاي,false,9641,خراسان رضوي,Khorasan razavi,-1,Jaghatai
106001,31.999722,50.661667,2017-06-01 11:10:21.513,null,-1,اردل,false,8881,چهارمحال و بختياري,Chararmahal & bakhtiyari,-1,Ardal
106413,27.370833,62.334167,2017-06-12 09:24:02.847,null,-1,سراوان-سيستان و بلوچستان,false,9951,سيستان و بلوچستان,Sistan & baloochestan,-1,Saravan
107601,33.376111,52.369444,2017-06-11 08:35:34.597,null,-1,اردستان,false,8381,اصفهان,Esfehan,-1,Ardestan
108596,32.8599445,53.0878321,2017-06-14 09:52:36.497,null,-1,نائين,false,8391,اصفهان,Esfehan,-1,Naeen
108619,32.31,54.0175,2017-06-01 09:22:48.7,null,-1,اردکان-يزد,false,8951,يزد,Yazd,-1,Ardakan
110511,33.453611,50.288333,2017-06-10 12:05:47.817,null,-1,گلپايگان,false,8771,اصفهان,Esfehan,-1,Golpayegan
111589,37.196944,50.153611,2017-05-25 08:18:42.03,null,-1,لنگرود,false,4471,گيلان,Gilan,-1,Langrood
113674,36.906832,54.864477,2017-06-10 08:27:31.843,null,-1,علي آباد,false,4941,گلستان,Golestan,-1,Aliabad
114970,31.591667,54.431667,2017-06-12 08:02:46.33,null,-1,مهريز,false,8981,يزد,Yazd,-1,Mehriz
115467,34.461111,45.862778,2017-06-13 13:48:26.207,null,-1,سرپل ذهاب,false,6771,كرمانشاه,Kermanshah,-1,Sarepolezahab
