761,781,6894,true,
51,5561,2218,true,
971,9791,1778,true,
761,7881,4687,true,
61,631,7143,true,
491,4971,6209,true,
41,571,266,true,
561,5661,3255,true,
5661,561,1318,true,
51,551,4890,true,
58716,571,275,true,
571,58716,387,true,
5961,571,719,true,
5781,571,2938,true,
581,571,3316,true,
5881,571,1637,true,
591,571,3208,true,
571,451,274,true,
1,691,3770,true,
71,7391,2581,true,
51,541,4751,true,
1,3371,8532,true,
3371,1,1214,true,
71,74861,1169,true,
761,7861,5042,true,
761,771,7277,true,
41,4351,2054,true,
1,331,15986,true,
481,471,10977,true,
51,54581,681,true,
81,871,5898,true,
571,591,5433,true,
1,491,25918,true,
491,4941,2049,true,
571,581,7812,true,
761,571,77,true,
571,61,388,true,
61,6471,2946,true,
6471,61,1141,true,
61,571,193,true,
571,381,165,true,
381,3861,2563,true,
61,6431,1376,true,
6431,61,731,true,
61,63591,607,true,
791,7951,2816,true,
671,6771,2048,true,
9971,9981,377,true,
61,63561,2208,true,
571,41,271,true,
381,3791,2511,true,
81,571,458,true,
571,561,364,true,
71,571,329,true,
41,4361,2199,true,
571,681,77,true,
681,7591,16,true,
661,6661,2873,true,
51,5461,1028,true,
571,651,180,true,
651,6571,6152,true,
6571,651,2387,true,
91,571,1146,true,
571,5881,3472,true,
571,5971,6673,true,
571,5961,1837,true,
571,5861,2328,true,
571,5951,4502,true,
571,31,550,true,
31,571,525,true,
571,5781,2212,true,
571,791,143,true,
791,571,117,true,
571,481,472,true,
481,4661,3587,true,
561,571,306,true,
571,5991,1296,true,
571,5761,3233,true,
61,6381,2182,true,
751,571,82,true,
51,5441,1147,true,
571,81,698,true,
1,671,38378,true,
571,491,106,true,
491,4991,1506,true,
51,5451,2805,true,
791,79791,917,true,
571,351,95,true,
661,6691,2772,true,
51,5471,2518,true,
81,851,7266,true,
681,6851,1368,true,
671,67961,970,true,
61,6351,6060,true,
481,4771,1879,true,
571,91,677,true,
51,531,3063,true,
571,5771,1047,true,
571,341,225,true,
451,571,224,true,
5971,5991,162,true,
571,751,175,true,
571,661,396,true,
81,841,6982,true,
571,371,213,true,
1,3391,7796,true,
3391,1,1600,true,
571,7591,57,true,
81,8771,2310,true,
651,651,481,true,
51,5351,2788,true,
571,6931,59,true,
6931,6981,1989,true,
91,961,5655,true,
571,671,193,true,
671,6751,1961,true,
971,981,3436,true,
681,691,3362,true,
661,6671,2939,true,
671,6791,1472,true,
71,751,5186,true,
571,761,168,true,
571,71,430,true,
571,981,83,true,
61,6481,2780,true,
561,5681,2113,true,
571,891,160,true,
751,7531,3352,true,
751,75581,1970,true,
571,941,59,true,
71,7491,2303,true,
41,4391,2287,true,
981,9871,505,true,
71,741,3854,true,
61,6461,7113,true,
671,3761,831,true,
661,43391,2210,true,
761,791,3782,true,
791,74861,888,true,
31,1,15782,true,
481,461,11061,true,
461,481,5061,true,
381,3781,2259,true,
571,9671,1,true,
571,391,32,true,
91,9361,2404,true,
481,4671,1172,true,
6931,6941,1429,true,
571,971,52,true,
1,341,25206,true,
91,9471,2515,true,
51,941,134,true,
41,44951,918,true,
481,571,216,true,
691,6861,420,true,
481,4651,4000,true,
71,7461,4015,true,
391,1,3253,true,
51,5571,1231,true,
891,8961,3870,true,
71,74771,714,true,
981,9951,1764,true,
6461,61,2691,true,
81,8451,4830,true,
61,641,3201,true,
491,4871,1104,true,
81,81,5699,true,
481,4741,4710,true,
691,6881,647,true,
6881,6871,5,true,
751,75571,2706,true,
381,3961,620,true,
1,3971,4444,true,
81,661,490,true,
351,361,7732,true,
481,4761,7530,true,
451,4561,3403,true,
971,97771,594,true,
591,5971,39,true,
5961,591,17,true,
51,1,21417,true,
6931,6971,1425,true,
491,4931,2010,true,
891,8971,2192,true,
681,6871,1120,true,
491,941,1740,true,
41,4481,2489,true,
481,4681,3770,true,
6931,6991,1121,true,
1,391,2973,true,
761,7661,5903,true,
661,571,335,true,
71,4641,2454,true,
41,4471,3818,true,
561,5671,737,true,
751,5451,1128,true,
41,43841,1249,true,
451,4571,1825,true,
91,951,3813,true,
81,3761,6127,true,
91,9541,473,true,
41,661,162,true,
751,75361,980,true,
651,6581,1785,true,
71,74451,962,true,
591,5951,24,true,
761,7761,3545,true,
381,63561,3062,true,
971,9771,1256,true,
651,6591,2854,true,
61,63731,2292,true,
681,6881,2098,true,
481,4851,4397,true,
3971,1,1483,true,
561,5641,356,true,
671,481,246,true,
651,6661,485,true,
571,8861,2,true,
671,761,2015,true,
81,8741,1608,true,
71,3761,577,true,
681,6831,1972,true,
671,67981,1932,true,
91,9561,1869,true,
761,7841,1199,true,
91,971,1247,true,
591,791,1,true,
791,7961,1723,true,
571,8891,8,true,
1,6661,233,true,
591,5961,193,true,
891,8951,3037,true,
671,67461,2024,true,
51,5491,1819,true,
7461,71,1863,true,
791,7931,999,true,
5881,581,33,true,
581,5861,411,true,
571,9971,7,true,
91,9691,2402,true,
481,4641,3527,true,
491,4951,510,true,
61,6451,3031,true,
5771,571,605,true,
5771,5761,5,true,
571,4391,1,true,
1,4391,507,true,
891,8991,1632,true,
381,3851,686,true,
581,5881,22,true,
71,731,4439,true,
571,3761,11,true,
71,7481,3745,true,
6681,6691,48,true,
871,8741,1511,true,
91,9671,2719,true,
51,5391,1005,true,
561,5651,1251,true,
5971,5951,356,true,
91,9491,1286,true,
481,1,14602,true,
41,4441,2607,true,
481,46661,907,true,
61,6361,4562,true,
91,1,25437,true,
891,8981,2116,true,
61,64551,725,true,
491,4981,1250,true,
571,851,1,true,
481,4751,1996,true,
661,6641,1107,true,
891,8931,1792,true,
681,6841,2635,true,
561,761,114,true,
581,58716,23,true,
5991,571,621,true,
5991,5951,8,true,
5761,571,1499,true,
351,3671,2762,true,
5951,591,22,true,
71,7451,1358,true,
71,7371,6132,true,
81,91,2031,true,
71,1,25399,true,
351,6941,602,true,
1,4971,287,true,
1,3981,1095,true,
351,3581,2491,true,
661,66781,346,true,
4391,1,2,true,
41,4461,745,true,
5961,1,3,true,
91,9571,3202,true,
981,9971,1972,true,
61,63871,706,true,
81,71,2662,true,
941,91,962,true,
331,1,4831,true,
81,8391,2061,true,
91,9391,1383,true,
91,9591,2375,true,
5951,571,2699,true,
941,9661,2434,true,
1,5951,2,true,
661,5951,1,true,
5951,6671,1,true,
941,5951,1,true,
5951,941,1,true,
371,5951,1,true,
5951,81,1,true,
8481,5951,1,true,
71,5951,1,true,
571,8871,5,true,
1,4651,35,true,
761,7651,812,true,
981,74451,181,true,
51,74451,365,true,
671,6731,1632,true,
81,8761,1014,true,
981,9991,1126,true,
71,74431,1032,true,
561,51,896,true,
481,491,819,true,
5951,5961,2,true,
5951,31,1,true,
5951,5991,3,true,
4971,491,3088,true,
5951,5971,89,true,
651,6541,1839,true,
1,51,71327,true,
1,6941,81,true,
5951,5771,1,true,
5781,5771,3,true,
571,3671,1,true,
681,6861,1808,true,
761,7851,1354,true,
5971,591,18,true,
5861,571,1527,true,
5861,581,45,true,
91,9381,1731,true,
91,93561,1738,true,
93561,93561,167,true,
561,5631,774,true,
981,9891,1490,true,
81,8381,866,true,
5991,5971,46,true,
58716,581,13,true,
58716,5861,21,true,
5861,58716,29,true,
7481,71,1478,true,
91,561,606,true,
1,6881,418,true,
941,9441,1136,true,
571,6391,1,true,
651,65681,1333,true,
41,4431,881,true,
571,331,1,true,
61,63951,1164,true,
341,41,576,true,
41,4381,922,true,
6931,6961,1285,true,
1,841,1423,true,
81,8791,923,true,
71,7381,1771,true,
681,6891,1396,true,
481,4861,1001,true,
571,3971,1,true,
51,91,1247,true,
91,51,1891,true,
51,561,939,true,
81,381,1322,true,
631,61,3406,true,
61,6391,3181,true,
841,81,1518,true,
5781,5761,16,true,
981,571,57,true,
451,3761,520,true,
81,8641,841,true,
9671,91,1427,true,
5351,51,1197,true,
5491,51,551,true,
661,41,307,true,
61,71,899,true,
751,75541,1605,true,
51,81,1091,true,
81,8661,1475,true,
541,51,4710,true,
871,81,2549,true,
51,671,450,true,
491,571,120,true,
571,3391,1,true,
781,7491,2,true,
341,451,424,true,
891,571,151,true,
71,74341,2216,true,
1,4461,123,true,
961,91,2143,true,
7481,74861,79,true,
571,8481,2,true,
5441,51,997,true,
4441,41,1377,true,
65681,6661,209,true,
971,9751,865,true,
571,3981,1,true,
5971,91,1,true,
941,9461,2699,true,
481,381,209,true,
71,81,3441,true,
1,8891,1639,true,
381,391,4288,true,
981,9931,625,true,
41,43541,706,true,
6451,64551,159,true,
371,571,316,true,
571,9471,1,true,
1,6861,341,true,
481,41,635,true,
871,1,3428,true,
5771,5781,7,true,
5771,1,2,true,
9461,941,1057,true,
971,91,1011,true,
81,891,1803,true,
81,371,914,true,
491,891,108,true,
1,4741,46,true,
4741,1,6,true,
671,41,157,true,
41,61,520,true,
61,1,15861,true,
681,671,126,true,
671,681,209,true,
6841,761,1,true,
761,61,212,true,
61,41,318,true,
61,981,132,true,
981,791,159,true,
791,91,509,true,
6931,61,204,true,
61,681,306,true,
681,571,50,true,
671,61,425,true,
61,6931,209,true,
6931,491,30,true,
491,61,278,true,
61,6841,2,true,
6841,571,1,true,
61,451,156,true,
451,61,322,true,
41,681,153,true,
681,1,3864,true,
681,61,295,true,
6841,1,3,true,
41,671,211,true,
671,451,101,true,
681,6931,113,true,
451,51,516,true,
51,491,276,true,
491,41,233,true,
451,81,362,true,
81,41,736,true,
41,1,15114,true,
6931,681,133,true,
681,451,38,true,
41,761,211,true,
761,91,848,true,
91,761,1933,true,
451,4471,1,true,
4471,6931,1,true,
61,4471,1,true,
4471,61,1,true,
41,51,584,true,
41,451,263,true,
451,761,128,true,
761,681,63,true,
671,1,8256,true,
61,671,250,true,
451,491,75,true,
4981,6481,1,true,
6481,451,1,true,
981,6991,2,true,
6991,6931,413,true,
6981,6931,1022,true,
6931,6481,3,true,
6481,61,1581,true,
1,9471,444,true,
9471,96981,2,true,
96981,9491,3,true,
9491,1,5,true,
451,1,5694,true,
6591,96981,1,true,
96981,9471,1,true,
1,9491,113,true,
6591,9471,1,true,
9471,9561,1,true,
9561,96981,1,true,
6591,6851,1,true,
6851,1,4,true,
1,6391,8,true,
6391,1,2,true,
61,761,224,true,
761,491,73,true,
7861,491,1,true,
6991,631,2,true,
631,6931,2,true,
6931,631,1,true,
631,6981,1,true,
491,631,2,true,
81,31,1188,true,
61,4671,1,true,
451,351,76,true,
75571,751,1279,true,
63561,61,1182,true,
81,351,337,true,
4571,491,1,true,
851,81,4087,true,
7881,761,1492,true,
5651,561,558,true,
81,51,1146,true,
81,61,1986,true,
81,9971,30,true,
81,671,566,true,
81,341,623,true,
81,481,1221,true,
81,761,1538,true,
891,81,1400,true,
381,61,711,true,
671,81,641,true,
81,491,353,true,
81,681,457,true,
81,691,199,true,
81,451,323,true,
81,791,552,true,
381,3951,1134,true,
81,751,654,true,
81,6931,224,true,
1,561,20993,true,
81,981,349,true,
81,8871,171,true,
81,7591,515,true,
8391,81,1772,true,
81,651,825,true,
81,971,278,true,
81,8571,554,true,
761,981,701,true,
9861,9871,182,true,
91,941,1402,true,
81,771,89,true,
81,8861,65,true,
81,8891,115,true,
91,9771,97,true,
81,391,102,true,
81,941,143,true,
651,671,606,true,
481,81,776,true,
371,81,1259,true,
91,651,801,true,
41,43391,450,true,
8761,8381,363,true,
91,96771,523,true,
81,561,257,true,
81,8881,18,true,
6771,671,1190,true,
751,81,478,true,
6351,63591,61,true,
8481,81,680,true,
31,81,1390,true,
8481,8451,1,true,
871,8761,329,true,
8761,871,95,true,
8451,81,2563,true,
981,9981,332,true,
8381,8761,224,true,
8761,1,443,true,
641,61,2810,true,
61,81,1396,true,
681,81,337,true,
9771,1,276,true,
71,73941,800,true,
381,81,979,true,
7951,791,1945,true,
791,81,532,true,
761,81,1182,true,
6381,61,1004,true,
75361,751,822,true,
7591,81,357,true,
6451,61,1539,true,
6391,61,1685,true,
6351,61,2388,true,
3781,381,1203,true,
441,41,2793,true,
41,81,614,true,
3791,381,1534,true,
781,761,2715,true,
91,81,3894,true,
7861,761,1805,true,
731,71,2069,true,
6671,661,1338,true,
67461,671,823,true,
4641,3761,68,true,
3761,71,210,true,
71,7591,551,true,
8381,81,335,true,
7391,71,1794,true,
3861,381,1009,true,
3351,841,1,true,
771,761,2659,true,
8661,81,634,true,
31,3391,4,true,
3981,1,605,true,
43391,661,747,true,
661,81,758,true,
8891,81,65,true,
8481,3761,1,true,
4481,41,1278,true,
8761,81,517,true,
4761,481,3113,true,
351,91,360,true,
6581,651,554,true,
651,81,888,true,
931,91,3146,true,
1,851,2022,true,
791,79591,118,true,
491,1,7401,true,
761,451,94,true,
381,681,486,true,
63561,6351,160,true,
6351,63561,325,true,
6671,6941,1,true,
341,1,8605,true,
1,741,193,true,
471,481,4771,true,
341,571,300,true,
31,341,820,true,
741,71,2101,true,
8961,891,1616,true,
4691,1,483,true,
7371,71,2277,true,
361,1,1957,true,
7381,71,791,true,
341,81,273,true,
971,81,161,true,
73761,71,387,true,
6941,6931,584,true,
6861,81,86,true,
9391,91,489,true,
8761,371,13,true,
981,971,504,true,
1,751,20255,true,
41,91,753,true,
851,751,1,true,
8741,871,1208,true,
8571,81,209,true,
851,1,11,true,
81,3671,2,true,
3671,1,652,true,
491,81,300,true,
8391,31,3,true,
81,31778,25,true,
3331,31,671,true,
1,8391,473,true,
31,8391,1,true,
8391,381,2,true,
8391,371,1,true,
91,751,917,true,
8481,61,1,true,
4741,481,2738,true,
71,8951,1767,true,
91,96981,419,true,
8641,81,360,true,
8771,81,1691,true,
8771,8791,1,true,
8771,1,4,true,
871,371,143,true,
8981,891,715,true,
371,871,183,true,
851,871,1,true,
3581,6941,204,true,
1,6751,77,true,
1,471,2627,true,
1,461,2168,true,
63951,61,515,true,
1,931,1197,true,
371,381,555,true,
381,371,413,true,
871,381,93,true,
871,661,1,true,
5471,51,1255,true,
871,71,1,true,
1,3671,220,true,
1,961,1443,true,
1,7661,230,true,
791,761,1188,true,
871,851,3,true,
1,7951,350,true,
871,681,1,true,
871,31,8,true,
871,341,1,true,
1,3581,271,true,
871,8481,1,true,
9981,9971,253,true,
91,9641,639,true,
6541,651,743,true,
8451,1,1,true,
8871,81,331,true,
691,681,531,true,
7661,761,1502,true,
81,3371,3,true,
81,3391,1,true,
3761,61,14,true,
3761,7591,1,true,
3761,761,5,true,
6891,681,512,true,
631,641,214,true,
8791,81,795,true,
51,981,293,true,
8791,8771,3,true,
8791,1,3,true,
81,3351,3,true,
4761,81,2,true,
671,6931,293,true,
91,9371,597,true,
7591,6361,41,true,
6881,691,446,true,
691,81,197,true,
7491,71,1096,true,
9361,91,1000,true,
1,6771,81,true,
8741,81,365,true,
871,391,4,true,
1,4941,151,true,
1,781,376,true,
1,4761,1792,true,
1,6481,251,true,
1,6691,217,true,
8381,371,1,true,
371,651,354,true,
1,9591,11,true,
8761,71,1,true,
51,651,438,true,
3671,351,674,true,
81,331,5,true,
8391,451,1,true,
8571,851,2,true,
991,981,1814,true,
981,1,5453,true,
9691,91,1203,true,
31,91,1329,true,
51,31,1171,true,
31,61,1231,true,
61,31,717,true,
651,31,415,true,
361,41,3,true,
31,41,791,true,
91,41,1502,true,
361,51,4,true,
71,351,203,true,
91,71,2760,true,
51,71,897,true,
71,61,1219,true,
361,71,2,true,
361,81,6,true,
91,61,2975,true,
61,91,998,true,
63591,61,259,true,
61,341,109,true,
341,61,194,true,
61,351,137,true,
51,371,520,true,
371,61,869,true,
61,371,522,true,
51,381,410,true,
391,381,1500,true,
61,481,440,true,
51,481,1004,true,
91,481,2554,true,
481,61,417,true,
31,481,1054,true,
361,481,3,true,
361,491,3,true,
531,51,1765,true,
71,561,200,true,
61,561,109,true,
651,561,52,true,
361,651,2,true,
61,651,277,true,
31,651,496,true,
61,661,115,true,
51,661,443,true,
671,51,263,true,
91,671,750,true,
91,681,717,true,
51,681,187,true,
691,91,34,true,
751,71,3258,true,
61,751,456,true,
361,761,1,true,
61,381,577,true,
791,1,6630,true,
61,791,216,true,
361,791,2,true,
61,941,49,true,
951,91,1842,true,
361,91,164,true,
61,971,65,true,
361,981,1,true,
981,61,104,true,
381,1,8184,true,
3971,61,3,true,
4461,41,252,true,
51,451,592,true,
31,451,385,true,
4641,481,1222,true,
4651,481,1682,true,
4661,481,2297,true,
4671,481,599,true,
4851,481,1817,true,
4861,481,402,true,
91,491,1118,true,
561,1,6053,true,
5681,561,1024,true,
561,61,228,true,
971,571,35,true,
361,61,3,true,
6591,651,1189,true,
651,61,311,true,
91,661,548,true,
6831,681,828,true,
6871,681,254,true,
51,6931,167,true,
31,6931,182,true,
7531,751,1787,true,
751,31,220,true,
751,61,369,true,
63591,6351,126,true,
7591,61,90,true,
61,7591,137,true,
91,791,1003,true,
61,3761,7,true,
91,8861,56,true,
61,8861,16,true,
91,8871,96,true,
8891,91,24,true,
8891,1,215,true,
8931,891,783,true,
91,351,911,true,
981,91,1270,true,
9571,91,1279,true,
9951,981,916,true,
4361,41,867,true,
46661,481,482,true,
54581,51,296,true,
671,941,22,true,
8951,71,462,true,
74341,71,1692,true,
74771,71,315,true,
751,1,5765,true,
791,61,362,true,
891,981,161,true,
451,631,5,true,
961,451,2,true,
451,981,94,true,
4841,481,1406,true,
9671,96771,112,true,
81,6451,2,true,
971,9971,50,true,
651,6931,104,true,
63731,61,1055,true,
371,1,11203,true,
8761,8791,1,true,
661,1,4664,true,
751,91,326,true,
981,81,320,true,
351,81,201,true,
661,651,983,true,
381,691,145,true,
9971,1,724,true,
791,751,273,true,
8951,891,1155,true,
9751,971,341,true,
951,9541,62,true,
9541,951,7,true,
351,1,4832,true,
971,941,43,true,
941,81,96,true,
71,791,1121,true,
661,61,276,true,
63561,6361,34,true,
5561,51,1016,true,
981,7661,35,true,
451,681,85,true,
381,651,503,true,
4571,631,1,true,
81,7461,1,true,
9971,9991,358,true,
75541,751,616,true,
4661,4671,64,true,
3581,351,603,true,
451,91,263,true,
9381,91,663,true,
31,3351,23,true,
761,71,447,true,
941,971,54,true,
93561,91,934,true,
631,1,969,true,
491,481,1127,true,
481,6991,2,true,
561,81,359,true,
981,761,448,true,
6391,63951,8,true,
4681,481,1062,true,
6361,61,2293,true,
8871,681,7,true,
61,64941,209,true,
4841,4851,10,true,
9951,74451,90,true,
6931,661,64,true,
91,891,1529,true,
1,6571,247,true,
8761,381,2,true,
631,491,9,true,
491,6991,1,true,
6931,63731,1,true,
91,9791,63,true,
8451,91,1,true,
1,9691,210,true,
871,51,1,true,
8761,681,1,true,
1,771,375,true,
371,91,1016,true,
1,361,600,true,
1,6461,912,true,
871,761,1,true,
9541,91,154,true,
5691,561,1683,true,
1,951,830,true,
4391,41,1532,true,
1,7861,190,true,
1,6671,352,true,
1,4931,158,true,
331,3761,93,true,
851,571,1,true,
4941,491,1060,true,
631,481,1,true,
851,491,1,true,
8451,571,1,true,
8451,31,2,true,
1,6451,284,true,
1,631,959,true,
1,43391,161,true,
1,531,695,true,
871,481,1,true,
8771,851,1,true,
871,571,1,true,
761,1,11078,true,
7961,791,1521,true,
6461,451,1,true,
6691,661,2731,true,
871,331,2,true,
381,871,93,true,
65681,651,512,true,
1,7371,7,true,
571,871,1,true,
1,9671,575,true,
1,8791,18,true,
8791,31,1,true,
871,891,1,true,
9691,96981,95,true,
8391,1,2,true,
631,451,1,true,
491,4461,1,true,
8861,81,41,true,
31,391,100,true,
31,381,375,true,
6941,1,416,true,
81,75361,1,true,
41,631,1,true,
491,451,60,true,
491,441,1,true,
441,491,2,true,
41,481,773,true,
51,441,1,true,
441,451,1,true,
451,41,317,true,
971,41,31,true,
51,971,120,true,
971,761,53,true,
761,971,76,true,
6931,51,52,true,
41,971,53,true,
1,8771,695,true,
481,631,1,true,
8991,891,578,true,
761,391,20,true,
6731,671,854,true,
761,631,2,true,
561,451,128,true,
81,4841,1,true,
4751,481,932,true,
981,451,68,true,
9571,631,1,true,
941,1,2634,true,
9661,941,947,true,
341,3351,2,true,
6881,1,453,true,
681,651,172,true,
4931,491,1011,true,
9441,941,391,true,
891,8391,41,true,
4761,4651,34,true,
751,791,172,true,
681,481,102,true,
4981,491,470,true,
4971,4941,15,true,
9861,981,2726,true,
9971,981,1839,true,
1,9971,1407,true,
9971,481,2,true,
481,981,152,true,
441,9971,1,true,
9971,41,1,true,
981,31,199,true,
9951,371,1,true,
371,981,158,true,
981,371,118,true,
9951,81,1,true,
491,9951,1,true,
481,9951,1,true,
981,41,107,true,
6931,481,64,true,
6931,671,242,true,
6931,571,44,true,
6931,91,100,true,
6931,81,124,true,
6931,651,66,true,
6931,31,106,true,
6931,751,19,true,
6931,791,36,true,
6931,71,65,true,
6931,341,29,true,
6931,371,54,true,
6931,41,54,true,
6931,381,55,true,
6931,351,19,true,
6931,9971,1,true,
6931,451,25,true,
6931,981,10,true,
6931,7591,11,true,
6931,391,6,true,
6931,691,7,true,
6931,561,20,true,
6971,6931,629,true,
6961,6931,598,true,
6861,691,232,true,
691,6931,15,true,
6961,6971,26,true,
41,381,194,true,
341,6931,20,true,
1,6971,7,true,
81,6971,1,true,
6971,371,2,true,
6971,1,17,true,
6971,41,1,true,
6971,661,1,true,
6971,6961,13,true,
6971,481,3,true,
6971,671,1,true,
6971,681,1,true,
6971,81,1,true,
6971,71,1,true,
491,6971,5,true,
6971,751,1,true,
651,6971,1,true,
671,6971,1,true,
661,6931,107,true,
371,6931,248,true,
91,6931,401,true,
751,6931,39,true,
6931,941,5,true,
6931,8861,1,true,
71,6931,108,true,
6841,681,1209,true,
671,751,78,true,
41,6931,92,true,
6931,4441,1,true,
4441,6991,1,true,
6991,4441,1,true,
6931,4671,1,true,
4671,451,1,true,
871,981,1,true,
981,6931,28,true,
41,74451,1,true,
74451,981,157,true,
74451,41,1,true,
41,981,125,true,
81,6351,1,true,
6351,91,1,true,
4761,1,1038,true,
451,481,261,true,
5761,491,2,true,
6471,451,1,true,
751,51,132,true,
751,671,87,true,
4641,6361,143,true,
751,9971,30,true,
751,651,93,true,
71,781,307,true,
781,791,144,true,
751,891,92,true,
71,91,1493,true,
751,491,47,true,
751,481,230,true,
751,681,62,true,
751,41,152,true,
751,341,52,true,
751,761,98,true,
751,981,58,true,
751,451,58,true,
751,371,122,true,
751,941,25,true,
751,561,50,true,
751,971,30,true,
751,7591,111,true,
751,351,33,true,
751,661,40,true,
751,3391,1,true,
751,3761,149,true,
71,6361,174,true,
751,381,61,true,
751,8891,7,true,
751,8881,3,true,
3761,7531,38,true,
781,7841,1,true,
7531,3761,107,true,
7531,75361,11,true,
751,8871,7,true,
75361,7531,10,true,
75361,51,1,true,
75361,71,3,true,
75361,61,1,true,
75361,981,2,true,
75361,1,2,true,
75361,81,1,true,
751,3351,2,true,
5451,751,398,true,
91,451,518,true,
751,331,1,true,
75541,75571,21,true,
75571,75581,46,true,
75541,61,1,true,
74431,71,565,true,
75581,75571,21,true,
751,8861,5,true,
1,4691,387,true,
75581,751,685,true,
74341,74451,46,true,
941,751,19,true,
791,781,140,true,
781,71,244,true,
71,341,194,true,
41,491,194,true,
981,751,69,true,
4641,71,1054,true,
1,6361,68,true,
1,641,286,true,
371,751,192,true,
891,751,115,true,
31,751,376,true,
3761,751,122,true,
8861,75581,1,true,
71,491,226,true,
71,41,453,true,
451,6431,1,true,
61,4571,2,true,
4571,451,600,true,
4571,6481,1,true,
981,6941,2,true,
61,6971,2,true,
9861,491,1,true,
351,351,1,true,
4561,4931,2,true,
9771,971,316,true,
491,981,187,true,
981,4931,1,true,
4931,4661,2,true,
31,791,413,true,
791,31,336,true,
31,891,468,true,
31,63561,1,true,
31,51,1089,true,
31,71,869,true,
31,761,538,true,
31,971,170,true,
31,661,342,true,
4561,451,1541,true,
451,4931,5,true,
891,491,123,true,
1,8881,386,true,
1,8861,1359,true,
1,93561,8,true,
361,75581,90,true,
1,541,800,true,
1,551,726,true,
1,731,190,true,
1,9571,367,true,
961,9641,127,true,
931,961,81,true,
991,9931,97,true,
3851,381,296,true,
4381,41,443,true,
451,651,126,true,
1,4641,43,true,
4661,46661,159,true,
1,4681,1048,true,
4681,4671,139,true,
4691,481,611,true,
4851,4861,97,true,
1,4851,39,true,
4971,4991,50,true,
5471,74451,141,true,
1,5471,29,true,
1,5551,98,true,
551,5561,66,true,
5631,561,218,true,
5641,561,148,true,
1,6471,317,true,
6661,661,954,true,
6671,66781,62,true,
1,6681,372,true,
1,6841,280,true,
1,6871,159,true,
1,7391,228,true,
7841,761,646,true,
7861,7881,86,true,
1,8481,106,true,
1,8871,1999,true,
9461,9481,23,true,
1,9461,351,true,
9571,9591,90,true,
1,9771,164,true,
9771,97771,44,true,
1,9791,166,true,
1,9861,91,true,
1,9891,12,true,
74861,791,364,true,
4351,41,705,true,
1,43541,29,true,
43541,41,408,true,
5391,51,570,true,
651,51,277,true,
5451,51,1421,true,
331,31,11,true,
361,3671,70,true,
961,931,60,true,
891,381,125,true,
381,41,132,true,
4431,41,416,true,
4471,41,1598,true,
3761,451,173,true,
1,4661,35,true,
4771,481,637,true,
1,4841,33,true,
5451,54581,53,true,
5461,51,359,true,
1,5781,1,true,
651,691,81,true,
6691,6681,21,true,
761,671,1520,true,
67981,6791,20,true,
6881,681,531,true,
1,7651,4,true,
